,Time,sailActive,sailPosX,sailPosY,sailPosZ,earthPosX,earthPosY,earthPosZ,distanceToNEO
239,1195.0,1,2.6646847987779987,2.183808822424282,0.0732851799961203,0.8975349112936293,0.43197749569119875,5.143577093049286e-06,4.708869621390349
240,1200.0,1,2.664203213761798,2.2153009886998327,0.07248984356141001,0.855530434948003,0.5074838956209582,7.003551047116895e-07,4.745940919588649
241,1205.0,1,2.663330939538544,2.2464331085242346,0.07168429656027606,0.8070983095764701,0.5791770320541698,-3.7481063888528402e-06,4.779883860461826
242,1210.0,1,2.6620748579939226,2.277207139341873,0.07086988759965676,0.7525783258794423,0.6465009733835472,-8.168273337528898e-06,4.810731870757576
243,1215.0,1,2.6604415940287844,2.30762510499875,0.0700479650587155,0.6923600066908349,0.7089292304375494,-1.2526568446609426e-05,4.838515958679626
244,1220.0,1,2.6584375166012806,2.3376890958349685,0.06921986280956365,0.6268801801343727,0.7659695050757412,-1.6789644840730622e-05,4.86326465917617
245,1225.0,1,2.6560687399110012,2.3674012676621845,0.06838688447057661,0.5566200477822557,0.8171682598245426,-2.0924665435672705e-05,4.885004016071909
246,1230.0,1,2.6533411250361536,2.396763839332398,0.0675502862202154,0.48210175681676953,0.8621150463626088,-2.489958504591327e-05,4.903757594120095
247,1235.0,1,2.6502602823606387,2.425779088594159,0.06671125826381587,0.4038844941625026,0.9004465300901969,-2.8683431989717008e-05,4.919546515659473
248,1240.0,1,2.646831575149715,2.4544493459282903,0.06587090512359312,0.32256012987539573,0.9318501489290258,-3.224658574328647e-05,4.932389517927185
249,1245.0,1,2.6430601246481675,2.4827769860597972,0.06503022501321022,0.2387484464646863,0.9560673470026295,-3.556104705318945e-05,4.942303028255618
250,1250.0,1,2.638950817080414,2.5107644168584335,0.06419008866211788,0.1530920000220777,0.9728963279789155,-3.860069685059817e-05,4.949301255417195
251,1255.0,1,2.634508312924263,2.5384140653700564,0.06335121807008451,0.0662506675396149,0.9821942786439737,-4.134154033644641e-05,4.953396296316776
252,1260.0,1,2.6297370588051816,2.565728360767366,0.0625141657964405,-0.021104057253454527,0.9838790205169397,-4.3761932710987956e-05,4.954598258111241
253,1265.0,1,2.6246413023118507,2.5927097140746174,0.06167929551779089,-0.10829495085572778,0.9779300560462969,-4.5842783234001716e-05,4.952915396691141
254,1270.0,1,2.6192251099622923,2.6193604946089537,0.06084676471701295,-0.19464505579705593,0.9643889857085638,-4.756773458933831e-05,4.948354273330733
255,1275.0,1,2.6134923884490724,2.645683003193149,0.060016510488210335,-0.2794837079103098,0.9433592830457622,-4.892331490644051e-05,4.940919932230356
256,1280.0,1,2.6074469091586407,2.6716794423319055,0.05918823954800639,-0.36215251605389565,0.9150054259186772,-4.989906024070846e-05,4.9306161026794575
257,1285.0,1,2.601092335791561,2.6973518837064137,0.05836142362222042,-0.4420112155431806,0.8795513936850765,-5.048760582389235e-05,4.9174454306854924
258,1290.0,1,2.594432254706588,2.7227022335278988,0.05753530141579201,-0.5184433187492502,0.8372785512611545,-5.068474494866224e-05,4.901409746190149
259,1295.0,1,2.5874702073740075,2.747732196496512,0.05670888835839948,-0.5908614903770938,0.7885229517247807,-5.0489454930165415e-05,4.88251037345567
260,1300.0,1,2.580209724057245,2.7724432393306753,0.0558809952331165,-0.6587125807033538,0.7336720989229571,-4.9903890172730544e-05,4.860748493899191
